CODCLIFOR;TIPOCF;CODREPRES;NOMEFAN;CIDADE;UF;CODMUNICIPIO;TIPOPESSOA;COBRBANC;PRAZOPGTO
1.421;1;9;Cliente 1421;SÃO PAULO;SP;3550308;2;-1;14
1.423;1;9;Cliente 1423;SÃO PAULO;SP;3550308;2;0;19
1.424;1;27;Cliente 1424;SÃO PAULO;SP;3550308;2;-1;14
1.425;1;9;Cliente 1425;SÃO PAULO;SP;3550308;2;-1;14
1.426;1;27;Cliente 1426;SÃO PAULO;SP;3550308;2;-1;14
1.427;1;9;Cliente 1427;SÃO PAULO;SP;3550308;2;-1;21
1.428;1;9;Cliente 1428;SÃO PAULO;SP;3550308;2;-1;14
1.429;1;27;Cliente 1429;SÃO PAULO;SP;3550308;2;-1;14
1.430;1;11;Cliente 1430;SÃO PAULO;SP;3550308;2;-1;14
1.431;1;28;Cliente 1431;SÃO PAULO;SP;3550308;2;-1;14
1.432;1;32;Cliente 1432;SÃO PAULO;SP;3550308;2;-1;7
1.433;1;9;Cliente 1433;SÃO PAULO;SP;3550308;2;-1;14
1.434;1;11;Cliente 1434;SÃO PAULO;SP;3550308;2;0;
1.435;1;9;Cliente 1435;SÃO PAULO;SP;3550308;2;-1;14
1.436;1;4;Cliente 1436;UBATUBA;SP;3555406;1;-1;7
1.437;1;27;Cliente 1437;SÃO PAULO;SP;3550308;2;-1;14
1.438;1;27;Cliente 1438;SÃO PAULO;SP;3550308;2;-1;14
1.439;1;9;Cliente 1439;SÃO PAULO;SP;3550308;2;-1;28
1.440;1;30;Cliente 1440;SÃO PAULO;SP;3550308;2;-1;14
1.441;1;9;Cliente 1441;SÃO PAULO;SP;3550308;2;-1;14
1.442;1;27;Cliente 1442;SÃO PAULO;SP;3550308;2;-1;10
1.443;1;27;Cliente 1443;SÃO PAULO;SP;3550308;2;-1;14
1.444;1;30;Cliente 1444;SÃO PAULO;SP;3550308;2;-1;14
1.445;1;9;Cliente 1445;SÃO PAULO;SP;3550308;2;-1;14
1.446;1;28;Cliente 1446;SÃO PAULO;SP;3550308;2;-1;7
1.447;1;9;Cliente 1447;SÃO PAULO;SP;3550308;2;-1;14
1.448;1;9;Cliente 1448;SÃO PAULO;SP;3550308;2;0;0
1.449;1;9;Cliente 1449;SÃO PAULO;SP;3550308;2;-1;7
1.450;1;30;Cliente 1450;SÃO PAULO;SP;3550308;2;-1;14
1.451;1;28;Cliente 1451;SÃO PAULO;SP;3550308;2;-1;14
1.452;1;9;Cliente 1452;SÃO PAULO;SP;3550308;2;-1;14
1.453;1;9;Cliente 1453;SÃO PAULO;SP;3550308;2;0;0
1.454;1;28;Cliente 1454;SÃO PAULO;SP;3550308;2;-1;14
1.455;1;27;Cliente 1455;SÃO PAULO;SP;3550308;2;-1;14
1.456;1;27;Cliente 1456;SÃO PAULO;SP;3550308;2;-1;14
1.457;1;9;Cliente 1457;SÃO PAULO;SP;3550308;2;-1;14
1.458;1;9;Cliente 1458;SAO PAULO;SP;3522505;2;0;0
1.460;1;9;Cliente 1460;SÃO PAULO;SP;3550308;2;-1;14
1.461;1;9;Cliente 1461;SÃO PAULO;SP;3550308;2;0;0
1.462;1;9;Cliente 1462;SÃO PAULO;SP;3550308;2;-1;14
1.463;1;11;Cliente 1463;SÃO PAULO;SP;3550308;2;0;0
1.464;1;9;Cliente 1464;SÃO PAULO;SP;3550308;2;0;
1.465;1;27;Cliente 1465;SÃO PAULO;SP;3550308;2;-1;7
1.466;1;9;Cliente 1466;SÃO PAULO;SP;3550308;2;-1;14
1.467;1;28;Cliente 1467;SÃO PAULO;SP;3550308;2;0;0
1.469;1;4;Cliente 1469;UBATUBA;SP;3555406;2;-1;14
1.470;1;4;Cliente 1470;SÃO PAULO;SP;3550308;2;-1;14
1.471;1;32;Cliente 1471;SÃO PAULO;SP;3550308;2;-1;14
1.472;1;11;Cliente 1472;SÃO PAULO;SP;3550308;2;-1;14
1.473;1;9;Cliente 1473;SÃO PAULO;SP;3550308;2;-1;14
1.474;1;9;Cliente 1474;SÃO PAULO;SP;3550308;2;-1;14
1.475;1;4;Cliente 1475;UBATUBA;SP;3555406;2;-1;28
1.476;1;9;Cliente 1476;SÃO PAULO;SP;3550308;2;-1;14
1.477;1;9;Cliente 1477;SÃO PAULO;SP;3550308;2;0;14
1.478;1;9;Cliente 1478;SÃO PAULO;SP;3550308;2;-1;14
1.479;1;9;Cliente 1479;SÃO PAULO;SP;3550308;2;-1;14
1.480;1;9;Cliente 1480;SÃO PAULO;SP;3550308;2;-1;14
1.481;1;9;Cliente 1481;SÃO PAULO;SP;3550308;2;0;10
1.483;1;9;Cliente 1483;SÃO PAULO;SP;3550308;2;-1;14
1.484;1;9;Cliente 1484;SÃO PAULO;SP;3550308;2;-1;14
1.486;1;27;Cliente 1486;SÃO PAULO;SP;3550308;2;-1;14
1.487;1;30;Cliente 1487;SÃO PAULO;SP;3550308;2;-1;14
1.488;1;28;Cliente 1488;SÃO PAULO;SP;3550308;2;-1;7
1.489;1;29;Cliente 1489;SÃO PAULO;SP;3550308;2;-1;14
1.490;1;9;Cliente 1490;SÃO PAULO;SP;3550308;2;0;0
1.491;1;27;Cliente 1491;SÃO PAULO;SP;3550308;2;-1;14
1.492;1;9;Cliente 1492;SÃO PAULO;SP;3550308;2;-1;14
1.493;1;28;Cliente 1493;SÃO PAULO;SP;3550308;2;-1;14
1.494;1;29;Cliente 1494;SÃO PAULO;SP;3550308;2;-1;14
1.495;1;9;Cliente 1495;SÃO PAULO;SP;3550308;2;-1;10
1.496;1;9;Cliente 1496;SÃO PAULO;SP;3550308;2;-1;14
1.498;1;9;Cliente 1498;SAO BERNARDO DO CAMPO;SP;3548708;2;-1;14
1.499;1;9;Cliente 1499;SÃO PAULO;SP;3550308;2;-1;14
1.500;1;28;Cliente 1500;SÃO PAULO;SP;3550308;2;-1;14
1.501;1;27;Cliente 1501;SÃO PAULO;SP;3550308;2;-1;14
1.502;1;30;Cliente 1502;SÃO PAULO;SP;3550308;2;-1;21
1.503;1;28;Cliente 1503;SÃO PAULO;SP;3550308;2;-1;14
1.504;1;11;Cliente 1504;SÃO PAULO;SP;3550308;2;0;14
1.505;1;11;Cliente 1505;SÃO PAULO;SP;3550308;2;-1;14
1.506;1;9;Cliente 1506;SÃO PAULO;SP;3550308;2;-1;14
1.507;1;28;Cliente 1507;SÃO PAULO;SP;3550308;2;-1;14
1.508;1;4;Cliente 1508;UBATUBA;SP;3555406;2;-1;14
1.509;1;9;Cliente 1509;SÃO PAULO;SP;3550308;2;-1;14
1.510;1;9;Cliente 1510;SÃO PAULO;SP;3550308;2;-1;14
1.511;1;30;Cliente 1511;SÃO PAULO;SP;3550308;2;-1;14
1.512;1;27;Cliente 1512;SÃO PAULO;SP;3550308;2;-1;14
1.513;1;9;Cliente 1513;SÃO PAULO;SP;3550308;2;-1;21
1.514;1;9;Cliente 1514;SÃO PAULO;SP;3550308;2;-1;21
1.515;1;28;Cliente 1515;SÃO PAULO;SP;3550308;2;-1;21
1.516;1;32;Cliente 1516;SÃO PAULO;SP;3550308;2;-1;7
1.517;1;9;Cliente 1517;SÃO PAULO;SP;3550308;2;-1;21
1.518;1;9;Cliente 1518;SÃO PAULO;SP;3550308;2;0;14
1.519;1;28;Cliente 1519;SÃO PAULO;SP;3550308;2;-1;7
1.520;1;9;Cliente 1520;SÃO PAULO;SP;3550308;2;-1;7
1.521;1;27;Cliente 1521;SÃO PAULO;SP;3550308;2;-1;14
1.522;1;9;Cliente 1522;SÃO PAULO;SP;3550308;2;-1;14
1.523;1;9;Cliente 1523;SÃO PAULO;SP;3550308;2;-1;14
1.524;1;9;Cliente 1524;SÃO PAULO;SP;3550308;2;-1;14
1.525;1;9;Cliente 1525;SÃO PAULO;SP;3550308;2;-1;14
1.526;1;9;Cliente 1526;SÃO PAULO;SP;3550308;2;-1;14
1.527;1;4;Cliente 1527;UBATUBA;SP;3555406;2;-1;14
1.528;1;9;Cliente 1528;SÃO PAULO;SP;3550308;2;-1;14
1.529;1;9;Cliente 1529;SÃO PAULO;SP;3550308;2;0;0
1.530;1;27;Cliente 1530;SÃO PAULO;SP;3550308;2;-1;14
1.531;1;27;Cliente 1531;SÃO PAULO;SP;3550308;2;-1;14
1.532;1;27;Cliente 1532;SÃO PAULO;SP;3550308;2;-1;14
1.534;1;4;Cliente 1534;UBATUBA;SP;3555406;2;-1;21
1.535;1;30;Cliente 1535;SÃO PAULO;SP;3550308;2;-1;7
1.536;1;9;Cliente 1536;SÃO PAULO;SP;3550308;2;0;0
1.537;1;30;Cliente 1537;SÃO PAULO;SP;3550308;2;-1;7
1.538;1;4;Cliente 1538;UBATUBA;SP;3555406;2;-1;14
1.539;1;9;Cliente 1539;SÃO PAULO;SP;3550308;2;-1;10
1.540;1;28;Cliente 1540;SÃO PAULO;SP;3550308;2;-1;14
1.541;1;9;Cliente 1541;SÃO PAULO;SP;3550308;1;0;14
1.542;1;9;Cliente 1542;SÃO PAULO;SP;3550308;2;-1;14
1.543;1;9;Cliente 1543;SÃO PAULO;SP;3550308;2;0;14
1.544;1;27;Cliente 1544;SÃO PAULO;SP;3550308;2;-1;14
1.545;1;9;Cliente 1545;SÃO PAULO;SP;3550308;2;-1;14
1.546;1;27;Cliente 1546;SÃO PAULO;SP;3550308;2;-1;14
1.547;1;9;Cliente 1547;SÃO PAULO;SP;3550308;2;-1;14
1.548;1;11;Cliente 1548;SÃO PAULO;SP;3550308;2;-1;14
1.549;1;27;Cliente 1549;SÃO PAULO;SP;3550308;2;-1;14
1.551;1;9;Cliente 1551;SÃO PAULO;SP;3550308;2;-1;14
1.555;1;28;Cliente 1555;SÃO PAULO;SP;3550308;2;-1;7
1.556;1;9;Cliente 1556;SÃO PAULO;SP;3550308;2;0;14
1.557;1;9;Cliente 1557;SÃO PAULO;SP;3550308;2;-1;14
1.558;1;9;Cliente 1558;SAO PAULO;SP;3550308;2;-1;14
1.559;1;9;Cliente 1559;SÃO PAULO;SP;3550308;2;0;0
1.560;1;9;Cliente 1560;SÃO PAULO;SP;3550308;2;-1;14
1.561;1;9;Cliente 1561;SÃO PAULO;SP;3550308;2;-1;14
1.562;1;32;Cliente 1562;SÃO PAULO;SP;3550308;2;-1;14
1.563;1;27;Cliente 1563;SÃO PAULO;SP;3550308;2;-1;28
1.564;1;9;Cliente 1564;SÃO PAULO;SP;3550308;2;-1;14
1.565;1;9;Cliente 1565;SÃO PAULO;SP;3550308;2;-1;28
1.566;1;27;Cliente 1566;SÃO PAULO;SP;3550308;2;-1;14
1.567;1;9;Cliente 1567;SÃO PAULO;SP;3550308;2;-1;14
1.568;1;27;Cliente 1568;SÃO PAULO;SP;3550308;2;-1;14
1.569;1;9;Cliente 1569;SÃO PAULO;SP;3550308;2;-1;14
1.570;1;28;Cliente 1570;SÃO PAULO;SP;3550308;2;0;0
1.571;1;32;Cliente 1571;SÃO PAULO;SP;3550308;2;-1;7
1.572;1;27;Cliente 1572;SÃO PAULO;SP;3550308;2;-1;14
1.573;1;27;Cliente 1573;SÃO PAULO;SP;3550308;2;-1;14
1.574;1;11;Cliente 1574;SÃO PAULO;SP;3550308;2;-1;14
1.576;1;31;Cliente 1576;UBATUBA;SP;3555406;2;0;14
1.577;1;27;Cliente 1577;SÃO PAULO;SP;3550308;2;-1;14
1.578;1;9;Cliente 1578;SÃO PAULO;SP;3550308;2;-1;14
1.579;1;11;Cliente 1579;SÃO PAULO;SP;3550308;2;-1;7
1.580;1;11;Cliente 1580;SÃO PAULO;SP;3550308;2;-1;14
1.581;1;4;Cliente 1581;UBATUBA;SP;3555406;2;-1;14
1.582;1;9;Cliente 1582;SÃO PAULO;SP;3550308;2;-1;21
1.583;1;9;Cliente 1583;SÃO PAULO;;3550308;2;0;14
1.584;1;9;Cliente 1584;SÃO PAULO;SP;3550308;2;-1;14
1.585;1;9;Cliente 1585;SÃO PAULO;SP;3550308;2;0;0
1.588;1;27;Cliente 1588;SÃO PAULO;SP;3550308;2;-1;14
1.589;1;28;Cliente 1589;SÃO PAULO;SP;3550308;2;-1;14
1.590;1;28;Cliente 1590;SÃO PAULO;SP;3550308;2;-1;14
1.591;1;28;Cliente 1591;SÃO PAULO;SP;3550308;2;-1;14
1.592;1;27;Cliente 1592;SÃO PAULO;SP;3550308;2;-1;14
1.593;1;9;Cliente 1593;SÃO PAULO;SP;3550308;2;-1;14
1.594;1;27;Cliente 1594;SÃO PAULO;SP;3550308;2;-1;7
1.595;1;9;Cliente 1595;SÃO PAULO;SP;3550308;2;-1;14
1.596;1;27;Cliente 1596;SÃO PAULO;SP;3550308;2;-1;14
1.597;1;9;Cliente 1597;SÃO PAULO;SP;3550308;2;-1;14
1.598;1;9;Cliente 1598;SÃO PAULO;SP;3550308;2;0;
1.599;1;32;Cliente 1599;SÃO PAULO;SP;3550308;2;-1;14
1.600;1;28;Cliente 1600;SÃO PAULO;SP;3550308;2;-1;14
1.601;1;27;Cliente 1601;SÃO PAULO;SP;3550308;2;-1;14
1.602;1;29;Cliente 1602;SÃO PAULO;SP;3550308;2;-1;21
1.603;1;9;Cliente 1603;SÃO PAULO;SP;3550308;2;-1;14
1.604;1;29;Cliente 1604;SÃO PAULO;SP;3550308;2;-1;21
1.605;1;32;Cliente 1605;SÃO PAULO;SP;3550308;2;-1;28
1.606;1;27;Cliente 1606;SÃO PAULO;SP;3550308;2;-1;14
1.608;1;9;Cliente 1608;SÃO PAULO;SP;3550308;2;0;0
1.609;1;30;Cliente 1609;SÃO PAULO;SP;3550308;2;-1;21
1.610;1;32;Cliente 1610;SÃO PAULO;SP;3550308;2;-1;14
1.611;1;28;Cliente 1611;SÃO PAULO;SP;3550308;2;-1;7
1.612;1;28;Cliente 1612;SÃO PAULO;SP;3550308;2;-1;14
1.613;1;11;Cliente 1613;SÃO PAULO;SP;3550308;2;-1;7
1.614;1;9;Cliente 1614;SÃO PAULO;SP;3550308;2;-1;0
1.615;1;9;Cliente 1615;SÃO PAULO;SP;3550308;2;-1;21
1.616;1;9;Cliente 1616;SÃO PAULO;SP;3550308;2;-1;14
1.618;1;9;Cliente 1618;SÃO PAULO;SP;3550308;2;-1;7
1.620;1;27;Cliente 1620;SÃO PAULO;SP;3550308;2;-1;14
1.623;1;27;Cliente 1623;SÃO PAULO;SP;3550308;2;-1;14
1.624;1;28;Cliente 1624;SÃO PAULO;SP;3550308;2;-1;14
1.625;1;9;Cliente 1625;SÃO PAULO;SP;3550308;2;-1;14
1.626;1;4;Cliente 1626;UBATUBA;SP;3555406;2;-1;14
1.627;1;28;Cliente 1627;SÃO PAULO;SP;3550308;2;0;7
1.628;1;28;Cliente 1628;SÃO PAULO;SP;3550308;2;-1;14
1.629;1;9;Cliente 1629;SÃO PAULO;SP;3550308;2;-1;0
1.630;1;9;Cliente 1630;SÃO PAULO;SP;3550308;2;-1;21
1.631;1;27;Cliente 1631;SÃO PAULO;SP;3550308;2;-1;14
1.633;1;9;Cliente 1633;SÃO PAULO;SP;3550308;2;-1;14
1.634;1;9;Cliente 1634;SÃO PAULO;SP;3550308;2;-1;21
1.635;1;9;Cliente 1635;SÃO PAULO;SP;3550308;2;-1;14
1.636;1;9;Cliente 1636;SÃO PAULO;SP;3550308;2;-1;7
1.638;1;9;Cliente 1638;SÃO PAULO;SP;3550308;2;0;0
1.639;1;9;Cliente 1639;SÃO PAULO;SP;3550308;2;-1;14
1.640;1;29;Cliente 1640;SÃO PAULO;SP;3550308;2;-1;14
1.641;1;9;Cliente 1641;SÃO PAULO;SP;3550308;2;-1;28
1.642;1;27;Cliente 1642;SÃO PAULO;SP;3550308;2;-1;14
1.643;1;11;Cliente 1643;SÃO PAULO;SP;3550308;2;-1;14
1.644;1;11;Cliente 1644;SÃO PAULO;SP;3550308;2;-1;14
1.645;1;27;Cliente 1645;SÃO PAULO;SP;3550308;2;-1;14
1.646;1;28;Cliente 1646;SÃO PAULO;SP;3550308;2;-1;21
1.647;1;30;Cliente 1647;SÃO PAULO;SP;3550308;2;-1;14
1.648;1;27;Cliente 1648;SÃO PAULO;SP;3550308;2;-1;14
1.649;1;32;Cliente 1649;SÃO PAULO;SP;3550308;2;0;7
1.650;1;30;Cliente 1650;SÃO PAULO;SP;3550308;2;0;14
1.652;1;9;Cliente 1652;SÃO PAULO;SP;3550308;2;0;7
1.653;1;27;Cliente 1653;SÃO PAULO;SP;3550308;2;-1;14
1.654;1;9;Cliente 1654;SÃO PAULO;SP;3550308;2;-1;14
1.655;1;9;Cliente 1655;SÃO PAULO;SP;3550308;2;-1;14
1.657;1;11;Cliente 1657;SÃO PAULO;SP;3550308;2;0;0
1.658;1;29;Cliente 1658;SÃO PAULO;SP;3550308;2;-1;21
1.659;1;9;Cliente 1659;SÃO PAULO;SP;3550308;2;0;
1.660;1;9;Cliente 1660;SÃO PAULO;SP;3550308;2;-1;7
1.661;1;11;Cliente 1661;SÃO PAULO;SP;3550308;2;-1;14
1.662;1;9;Cliente 1662;SÃO PAULO;SP;3550308;2;-1;14
1.663;1;29;Cliente 1663;SÃO PAULO;SP;3550308;2;-1;14
1.664;1;28;Cliente 1664;SÃO PAULO;SP;3550308;2;-1;21
1.665;1;31;Cliente 1665;SAO PAULO;SP;0;1;-1;0
1.666;1;9;Cliente 1666;SÃO PAULO;SP;3550308;2;0;0
1.667;1;28;Cliente 1667;SÃO PAULO;SP;3550308;2;-1;14
1.668;1;28;Cliente 1668;SÃO PAULO;SP;3550308;2;-1;14
1.669;1;4;Cliente 1669;UBATUBA;SP;3555406;2;-1;13
1.670;1;9;Cliente 1670;SÃO PAULO;SP;3550308;2;-1;14
1.672;1;30;Cliente 1672;SÃO PAULO;SP;3550308;2;-1;14
1.673;1;9;Cliente 1673;SÃO PAULO;SP;3550308;2;-1;7
1.674;1;9;Cliente 1674;SÃO PAULO;SP;3550308;2;-1;14
1.675;1;9;Cliente 1675;SÃO PAULO;SP;3550308;2;-1;14
1.676;1;27;Cliente 1676;SÃO PAULO;SP;3550308;2;-1;7
1.677;1;9;Cliente 1677;SÃO PAULO;SP;3550308;2;-1;14
1.678;1;27;Cliente 1678;SÃO PAULO;SP;3550308;2;-1;14
1.680;1;9;Cliente 1680;ITU;SP;3523909;2;-1;14
1.681;1;9;Cliente 1681;SÃO PAULO;SP;3550308;2;-1;14
1.682;1;28;Cliente 1682;SÃO PAULO;SP;3550308;2;0;0
1.683;1;9;Cliente 1683;SÃO PAULO;SP;3550308;2;-1;14
1.684;1;4;Cliente 1684;UBATUBA;SP;3555406;2;0;0
1.685;1;9;Cliente 1685;SÃO PAULO;SP;3550308;2;-1;7
1.686;1;27;Cliente 1686;SÃO PAULO;SP;3550308;2;-1;14
1.687;1;9;Cliente 1687;SÃO PAULO;SP;3550308;2;-1;14
1.689;1;28;Cliente 1689;SÃO PAULO;SP;3550308;2;-1;14
1.690;1;28;Cliente 1690;SÃO PAULO;SP;3550308;2;-1;14
1.691;1;9;Cliente 1691;SÃO PAULO;SP;3550308;2;-1;7
1.692;1;27;Cliente 1692;SÃO PAULO;SP;3550308;2;-1;14
1.693;1;28;Cliente 1693;SÃO PAULO;SP;3550308;2;-1;14
1.694;1;9;Cliente 1694;SÃO PAULO;SP;3550308;2;-1;14
1.695;1;9;Cliente 1695;SÃO PAULO;SP;3550308;2;-1;14
1.696;1;9;Cliente 1696;SÃO PAULO;SP;3550308;2;-1;14
1.697;1;11;Cliente 1697;SÃO PAULO;SP;3550308;2;-1;14
1.698;1;4;Cliente 1698;UBATUBA;SP;3555406;2;-1;14
1.699;1;27;Cliente 1699;SÃO PAULO;SP;3550308;2;-1;14
1.700;1;9;Cliente 1700;SÃO PAULO;SP;3550308;2;-1;21
1.702;1;11;Cliente 1702;SÃO PAULO;SP;3550308;2;-1;14
1.703;1;27;Cliente 1703;SÃO PAULO;SP;3550308;2;0;0
1.704;1;27;Cliente 1704;SÃO PAULO;SP;3550308;2;-1;14
1.705;1;9;Cliente 1705;SÃO PAULO;SP;3550308;2;0;10
1.706;1;11;Cliente 1706;SÃO PAULO;SP;3550308;2;-1;14
1.707;1;27;Cliente 1707;SÃO PAULO;SP;3550308;2;-1;7
1.708;1;9;Cliente 1708;SÃO PAULO;SP;3550308;2;-1;14
1.709;1;28;Cliente 1709;SÃO PAULO;SP;3550308;2;0;0
1.710;1;28;Cliente 1710;SÃO PAULO;SP;3550308;2;-1;14
1.711;1;11;Cliente 1711;SÃO PAULO;SP;3550308;2;-1;14
1.712;1;28;Cliente 1712;SÃO PAULO;SP;3550308;2;-1;14
1.715;1;9;Cliente 1715;SÃO PAULO;SP;3550308;2;-1;14
1.717;1;28;Cliente 1717;SÃO PAULO;SP;3550308;2;-1;14
1.718;1;27;Cliente 1718;SÃO PAULO;SP;3550308;2;-1;14
1.719;1;28;Cliente 1719;SÃO PAULO;SP;3550308;2;-1;14
1.720;1;9;Cliente 1720;SÃO PAULO;SP;3550308;2;-1;14
1.721;1;9;Cliente 1721;SÃO PAULO;SP;3550308;2;-1;7
1.722;1;28;Cliente 1722;SÃO PAULO;SP;3550308;2;-1;14
1.723;1;27;Cliente 1723;SÃO PAULO;SP;3550308;2;-1;14
1.724;1;9;Cliente 1724;SÃO PAULO;SP;3550308;2;-1;7
1.725;1;28;Cliente 1725;SÃO PAULO;SP;3550308;2;-1;7
1.728;1;27;Cliente 1728;SÃO PAULO;SP;3550308;2;0;0
1.729;1;9;Cliente 1729;SÃO PAULO;SP;3550308;2;-1;14
1.731;1;28;Cliente 1731;SÃO PAULO;SP;3550308;2;-1;14
1.732;1;9;Cliente 1732;POA;SP;3539806;2;0;
1.734;1;27;Cliente 1734;SÃO PAULO;SP;3550308;2;0;14
1.735;1;30;Cliente 1735;SÃO PAULO;SP;3550308;2;-1;14
1.736;1;27;Cliente 1736;SÃO PAULO;SP;3550308;2;-1;14
1.737;1;28;Cliente 1737;SÃO PAULO;SP;3550308;2;-1;14
1.738;1;9;Cliente 1738;SÃO PAULO;SP;3550308;2;-1;14
1.740;1;9;Cliente 1740;SÃO PAULO;SP;3550308;2;-1;21
1.741;1;9;Cliente 1741;SÃO PAULO;SP;3550308;2;-1;14
1.742;1;9;Cliente 1742;SAO PAULO;SP;3550308;2;-1;14
1.743;1;27;Cliente 1743;SÃO PAULO;SP;3550308;2;-1;14
1.744;1;27;Cliente 1744;SÃO PAULO;SP;3550308;2;-1;14
1.745;1;27;Cliente 1745;SÃO PAULO;SP;3550308;2;-1;14
1.746;1;9;Cliente 1746;SÃO PAULO;SP;3550308;2;-1;14
1.747;1;9;Cliente 1747;SÃO PAULO;SP;3550308;2;0;14
1.748;1;9;Cliente 1748;SÃO PAULO;SP;3550308;2;-1;14
1.749;1;9;Cliente 1749;SÃO PAULO;SP;3550308;2;0;14
1.750;1;27;Cliente 1750;SÃO PAULO;SP;3550308;2;-1;14
1.751;1;9;Cliente 1751;SÃO PAULO;SP;3550308;2;-1;14
1.752;1;27;Cliente 1752;SÃO PAULO;SP;3550308;2;-1;14
1.753;1;9;Cliente 1753;SÃO PAULO;SP;3550308;2;-1;5
1.754;1;30;Cliente 1754;SÃO PAULO;SP;3550308;2;-1;14
1.755;1;30;Cliente 1755;SÃO PAULO;SP;3550308;2;-1;14
1.756;1;30;Cliente 1756;SÃO PAULO;SP;3550308;2;-1;14
1.757;1;30;Cliente 1757;SÃO PAULO;SP;3550308;2;-1;14
1.758;1;27;Cliente 1758;SÃO PAULO;SP;3550308;2;-1;14
1.759;1;9;Cliente 1759;SÃO PAULO;SP;3550308;2;-1;20
1.760;1;9;Cliente 1760;SÃO PAULO;SP;3550308;2;-1;14
1.761;1;9;Cliente 1761;SÃO PAULO;SP;3550308;2;-1;7
1.762;1;29;Cliente 1762;SÃO PAULO;SP;3550308;2;-1;14
1.763;1;9;Cliente 1763;SÃO PAULO;SP;3550308;2;-1;21
1.764;1;4;Cliente 1764;UBATUBA;SP;3555406;2;-1;14
1.765;1;4;Cliente 1765;UBATUBA;SP;3555406;2;-1;28
1.766;1;4;Cliente 1766;UBATUBA;SP;3555406;2;-1;21
1.767;1;11;Cliente 1767;SÃO PAULO;SP;3550308;2;-1;14
1.768;1;9;Cliente 1768;SÃO PAULO;SP;3550308;2;0;0
1.769;1;11;Cliente 1769;SÃO PAULO;SP;3550308;2;-1;14
1.771;1;9;Cliente 1771;SÃO PAULO;SP;3550308;2;0;0
1.772;1;28;Cliente 1772;SÃO PAULO;SP;3550308;2;-1;14
1.773;1;9;Cliente 1773;SÃO PAULO;SP;3550308;2;-1;14
1.774;1;9;Cliente 1774;SÃO PAULO;SP;3550308;2;-1;14
1.775;1;29;Cliente 1775;SÃO PAULO;SP;3550308;2;-1;14
1.776;1;31;Cliente 1776;SÃO PAULO;SP;3550308;1;-1;14
1.777;1;30;Cliente 1777;SÃO PAULO;SP;3550308;2;-1;14
1.778;1;27;Cliente 1778;SÃO PAULO;SP;3550308;2;-1;21
1.779;1;28;Cliente 1779;SÃO PAULO;SP;3550308;2;-1;14
1.780;1;30;Cliente 1780;SÃO PAULO;SP;3550308;2;-1;14
1.781;1;30;Cliente 1781;SÃO PAULO;SP;3550308;2;-1;14
1.782;1;27;Cliente 1782;SÃO PAULO;SP;3550308;2;-1;7
1.783;1;9;Cliente 1783;SÃO PAULO;SP;3550308;2;-1;14
1.784;1;27;Cliente 1784;SÃO PAULO;SP;3550308;2;-1;14
1.786;1;9;Cliente 1786;SÃO PAULO;SP;3550308;2;-1;14
1.787;1;32;Cliente 1787;SÃO PAULO;SP;3550308;2;-1;14
1.788;1;32;Cliente 1788;SÃO PAULO;SP;3550308;2;-1;14
1.789;1;27;Cliente 1789;SÃO PAULO;SP;3550308;2;-1;14
1.790;1;9;Cliente 1790;SÃO PAULO;SP;3550308;2;0;7
1.791;1;27;Cliente 1791;SÃO PAULO;SP;3550308;2;-1;14
1.792;1;9;Cliente 1792;SÃO PAULO;SP;3550308;2;-1;28
1.793;1;9;Cliente 1793;SOROCABA;SP;3552205;2;-1;14
1.794;1;30;Cliente 1794;SÃO PAULO;SP;3550308;2;-1;21
1.795;1;9;Cliente 1795;SÃO PAULO;SP;3550308;2;-1;14
1.796;1;9;Cliente 1796;BEBEDOURO;SP;3506102;2;0;0
1.797;1;27;Cliente 1797;SÃO PAULO;SP;3550308;2;-1;14
1.799;1;27;Cliente 1799;SÃO PAULO;SP;3550308;2;-1;21
1.800;1;30;Cliente 1800;SÃO PAULO;SP;3550308;2;-1;14
1.802;1;9;Cliente 1802;SÃO PAULO;SP;3550308;2;-1;14
1.803;1;30;Cliente 1803;SÃO PAULO;SP;3550308;2;-1;14
1.804;1;27;Cliente 1804;SÃO PAULO;SP;3550308;2;-1;14
1.805;1;9;Cliente 1805;SÃO PAULO;SP;3550308;2;-1;19
1.806;1;9;Cliente 1806;SÃO PAULO;SP;3550308;2;-1;14
1.807;1;4;Cliente 1807;UBATUBA;SP;3555406;2;-1;14
1.808;1;29;Cliente 1808;SÃO PAULO;SP;3550308;2;-1;14
1.809;1;9;Cliente 1809;SÃO PAULO;SP;3550308;2;0;0
1.810;1;9;Cliente 1810;SÃO PAULO;SP;3550308;2;-1;14
1.811;1;4;Cliente 1811;UBATUBA;SP;3555406;2;-1;14
1.812;1;27;Cliente 1812;SAO PAULO;SP;3550308;2;-1;14
1.813;1;3;Cliente 1813;UBATUBA;SP;3555406;2;-1;14
1.814;1;27;Cliente 1814;SÃO PAULO;SP;3550308;2;0;14
1.815;1;9;Cliente 1815;SÃO PAULO;SP;3550308;2;-1;19
1.816;1;9;Cliente 1816;SÃO PAULO;SP;3550308;2;-1;14
1.817;1;27;Cliente 1817;SÃO PAULO;SP;3550308;2;-1;14
1.819;1;28;Cliente 1819;SÃO PAULO;SP;3550308;2;-1;21
