CODPROD;NOMEPROD;CODFORNE;UNIDADE;ALIQICMS;VALCUSTO;VALVENDA;QTDEMIN;QTDEESTQ;GRUPO;CLASSESTQ;COMISSAO;PESOBRUTO
863;PRODUTO 863;333;4;4,0;38,00;59,90;0,000;0,000;9;D;0,0000;1,000
864;PRODUTO 864;333;4;4,0;44,00;64,90;0,000;0,000;9;D;0,0000;1,000
866;PRODUTO 866;243;4;0,0;11,25;13,90;25,000;127,000;7;C;0,0000;1,050
867;PRODUTO 867;333;4;0,0;34,11;44,90;2,010;0,000;9;D;0,0000;1,200
869;PRODUTO 869;99;1;0,0;55,02;65,00;3,000;6,027;2;C;0,0000;0,000
870;PRODUTO 870;333;4;4,0;46,17;59,90;0,000;6,000;9;D;0,0000;1,000
871;PRODUTO 871;87;4;0,0;127,00;155,90;0,000;0,000;7;C;0,0000;1,100
872;PRODUTO 872;247;4;18,0;20,00;24,90;2,000;6,000;7;C;0,0000;0,000
874;PRODUTO 874;333;4;25,0;37,00;52,90;0,000;0,000;9;D;0,0000;1,900
875;PRODUTO 875;333;4;4,0;32,41;69,90;2,000;0,000;9;D;0,0000;1,000
876;PRODUTO 876;335;4;0,0;24,80;31,00;4,000;4,000;5;C;0,0000;0,500
878;PRODUTO 878;15;4;18,0;15,30;20,90;2,000;12,000;1;C;0,0000;0,450
879;PRODUTO 879;370;4;0,0;36,00;46,90;2,000;0,000;9;D;0,0000;1,500
880;PRODUTO 880;377;4;12,0;41,57;55,90;0,000;1,000;9;D;0,0000;2,000
881;PRODUTO 881;294;1;18,0;10,50;15,00;10,000;43,690;10;C;0,0000;0,000
882;PRODUTO 882;333;4;4,0;25,70;39,90;0,000;7,000;9;D;0,0000;1,000
883;PRODUTO 883;240;4;0,0;2,29;3,00;2,000;11,000;7;D;0,0000;0,035
884;PRODUTO 884;272;4;0,0;2,00;3,00;39,000;328,000;7;D;0,0000;0,000
885;PRODUTO 885;333;4;4,0;45,28;59,90;0,000;2,000;9;D;0,0000;1,000
886;PRODUTO 886;333;4;4,0;43,14;51,90;0,000;0,000;9;D;0,0000;1,000
887;PRODUTO 887;240;4;0,0;8,19;10,70;5,000;95,000;7;D;0,0000;0,450
889;PRODUTO 889;333;4;4,0;31,52;40,90;0,000;0,000;9;D;0,0000;1,000
890;PRODUTO 890;240;4;0,0;10,39;13,50;3,000;14,000;7;D;0,0000;0,550
891;PRODUTO 891;377;4;12,0;68,26;89,50;0,000;7,000;0;D;0,0000;1,050
894;PRODUTO 894;48;4;0,0;23,00;29,90;4,000;7,000;5;D;0,0000;0,550
895;PRODUTO 895;240;4;0,0;8,19;10,70;5,000;101,000;7;D;0,0000;0,480
896;PRODUTO 896;51;4;0,0;2,55;3,30;0,000;24,000;7;D;0,0000;0,180
897;PRODUTO 897;240;4;0,0;12,89;16,80;6,000;8,000;7;D;0,0000;0,450
899;PRODUTO 899;418;4;18,0;23,30;29,90;6,000;8,000;4;B;0,0000;0,410
901;PRODUTO 901;418;6;18,0;34,00;40,00;0,000;0,000;4;C;0,0000;5,750
902;PRODUTO 902;418;6;18,0;14,00;18,00;10,000;37,000;4;B;0,0000;1,330
903;PRODUTO 903;418;6;18,0;14,00;18,00;0,000;8,000;4;B;0,0000;1,440
904;PRODUTO 904;418;6;18,0;16,00;20,00;2,000;12,000;4;B;0,0000;1,350
905;PRODUTO 905;418;6;18,0;31,00;40,00;2,000;24,000;4;B;0,0000;2,500
906;PRODUTO 906;418;6;18,0;61,15;71,50;3,000;6,000;4;B;;2,210
907;PRODUTO 907;418;6;18,0;22,00;26,00;5,000;12,000;4;A;0,0000;0,450
908;PRODUTO 908;418;6;18,0;18,90;22,00;6,000;22,000;4;B;0,0000;2,350
909;PRODUTO 909;243;4;0,0;77,00;98,00;2,000;18,000;7;C;0,0000;0,608
910;PRODUTO 910;321;4;0,0;8,50;10,50;2,000;26,000;11;C;0,0000;0,850
911;PRODUTO 911;243;4;0,0;102,40;128,00;2,000;0,000;7;C;0,0000;1,100
912;PRODUTO 912;418;6;18,0;40,00;52,00;2,000;11,000;4;C;0,0000;0,000
913;PRODUTO 913;293;4;;5,50;6,50;3,000;41,000;7;C;0,0000;1,050
914;PRODUTO 914;333;4;0,0;35,00;52,90;0,000;3,000;9;D;0,0000;1,500
915;PRODUTO 915;377;4;12,0;41,57;55,90;2,000;5,000;9;D;0,0000;1,500
916;PRODUTO 916;7;4;18,0;16,50;19,00;11,000;4,000;1;C;0,0000;0,240
918;PRODUTO 918;418;4;18,0;45,00;53,10;0,000;0,000;4;C;0,0000;1,000
919;PRODUTO 919;294;1;18,0;22,00;35,00;2,000;25,314;10;C;0,0000;5,200
921;PRODUTO 921;418;6;18,0;18,00;24,00;2,000;17,000;4;C;0,0000;1,000
922;PRODUTO 922;418;6;18,0;30,00;36,00;9,000;19,000;4;B;0,0000;1,650
923;PRODUTO 923;87;4;0,0;75,00;88,50;0,000;0,000;7;C;0,0000;0,250
925;PRODUTO 925;418;4;18,0;21,20;27,00;10,000;22,000;4;B;0,0000;1,400
926;PRODUTO 926;332;4;0,0;3,00;4,00;6,000;57,000;5;C;0,0000;0,405
929;PRODUTO 929;333;4;25,0;35,00;51,90;0,000;1,000;9;D;0,0000;1,500
930;PRODUTO 930;333;4;4,0;35,10;51,90;0,000;5,000;9;D;0,0000;1,000
931;PRODUTO 931;333;4;4,0;24,18;41,90;0,000;2,000;9;D;0,0000;1,000
932;PRODUTO 932;35;4;18,0;9,58;12,50;23,000;22,000;7;D;0,0000;0,000
935;PRODUTO 935;240;4;0,0;10,89;14,20;7,000;6,000;7;D;0,0000;0,400
936;PRODUTO 936;377;4;4,0;30,35;41,50;0,000;3,000;9;D;0,0000;1,000
938;PRODUTO 938;115;4;18,0;20,18;24,20;11,000;54,000;8;B;0,0000;0,000
939;PRODUTO 939;333;4;4,0;59,00;75,90;0,000;0,000;9;D;0,0000;1,000
940;PRODUTO 940;333;4;4,0;51,73;69,90;0,000;2,000;9;D;0,0000;1,000
941;PRODUTO 941;377;4;12,0;41,57;55,90;0,000;7,000;9;D;0,0000;1,500
942;PRODUTO 942;333;4;0,0;40,00;75,00;0,000;0,000;9;D;0,0000;1,000
943;PRODUTO 943;333;4;4,0;42,00;59,90;0,000;0,000;9;D;0,0000;1,000
944;PRODUTO 944;333;4;4,0;40,24;59,90;0,000;2,000;9;D;0,0000;1,000
945;PRODUTO 945;333;4;0,0;38,81;69,90;0,000;0,000;9;D;0,0000;1,000
946;PRODUTO 946;333;4;4,0;40,24;59,90;0,000;7,000;9;D;0,0000;1,000
947;PRODUTO 947;294;1;18,0;49,00;72,00;0,000;18,868;7;D;0,0000;0,000
948;PRODUTO 948;50;4;0,0;13,00;16,80;22,000;161,000;7;C;0,0000;0,300
949;PRODUTO 949;50;4;0,0;11,90;14,50;13,000;88,000;7;C;0,0000;0,450
950;PRODUTO 950;2;4;18,0;7,50;12,50;7,000;35,000;8;C;0,0000;0,000
951;PRODUTO 951;149;4;0,0;6,00;8,00;3,000;140,000;7;C;0,0000;0,285
952;PRODUTO 952;240;4;0,0;12,89;16,80;6,000;5,000;7;D;0,0000;0,400
953;PRODUTO 953;240;4;18,0;8,19;10,70;2,000;20,000;7;D;0,0000;0,400
954;PRODUTO 954;312;4;0,0;6,40;8,20;6,000;70,000;7;D;0,0000;0,240
955;PRODUTO 955;87;4;0,0;20,50;27,00;3,000;0,000;7;C;0,0000;0,100
956;PRODUTO 956;240;4;18,0;9,79;12,80;4,000;14,000;7;D;0,0000;
958;PRODUTO 958;240;4;0,0;10,19;13,30;27,000;69,000;7;D;0,0000;0,350
961;PRODUTO 961;377;4;12,0;37,54;48,90;2,000;6,000;9;D;0,0000;1,000
963;PRODUTO 963;333;4;;51,73;69,90;0,000;4,000;9;D;0,0000;1,500
964;PRODUTO 964;240;4;0,0;11,89;15,50;3,000;2,000;7;D;0,0000;0,550
965;PRODUTO 965;333;4;4,0;38,80;69,90;0,000;4,000;9;D;0,0000;1,000
966;PRODUTO 966;7;4;18,0;5,30;9,20;11,000;13,000;1;C;0,0000;0,000
967;PRODUTO 967;240;4;0,0;9,89;12,90;3,000;7,000;7;D;0,0000;
968;PRODUTO 968;330;4;0,0;2,65;3,50;4,000;32,000;7;D;0,0000;0,600
969;PRODUTO 969;330;4;0,0;2,30;3,20;7,000;170,000;7;D;0,0000;0,600
970;PRODUTO 970;10;4;18,0;21,22;26,90;6,000;38,000;5;C;0,0000;0,000
979;PRODUTO 979;393;4;12,0;43,09;55,40;0,000;0,000;9;D;0,0000;1,000
980;PRODUTO 980;393;4;12,0;41,20;56,90;0,000;4,000;9;D;0,0000;1,500
981;PRODUTO 981;247;4;18,0;25,00;32,50;0,000;3,000;7;C;0,0000;0,430
982;PRODUTO 982;257;4;0,0;21,10;27,50;2,000;13,000;7;C;0,0000;0,260
983;PRODUTO 983;294;4;18,0;43,00;54,00;2,000;20,038;10;C;0,0000;
985;PRODUTO 985;393;4;12,0;29,30;42,20;0,000;1,000;9;D;0,0000;1,000
987;PRODUTO 987;312;4;0,0;9,21;11,80;7,000;54,000;7;C;0,0000;0,180
988;PRODUTO 988;240;4;0,0;7,29;9,50;8,000;4,000;7;D;0,0000;0,200
989;PRODUTO 989;393;4;12,0;28,60;42,20;0,000;0,000;9;D;0,0000;1,500
990;PRODUTO 990;10;1;0,0;60,30;75,00;6,000;8,242;2;B;0,0000;0,000
991;PRODUTO 991;393;4;0,0;54,22;70,50;0,000;2,000;9;C;0,0000;1,000
992;PRODUTO 992;212;3;12,0;4,50;5,20;371,000;514,000;1;A;2,0000;1,100
993;PRODUTO 993;393;4;12,0;37,26;52,50;0,000;6,000;9;C;0,0000;1,000
995;PRODUTO 995;330;4;18,0;2,10;2,80;7,000;205,000;7;D;0,0000;1,200
996;PRODUTO 996;149;4;0,0;10,00;12,50;3,000;2513,000;7;D;0,0000;0,520
997;PRODUTO 997;318;1;18,0;61,00;80,90;14,000;59,434;1;C;0,0000;0,000
998;PRODUTO 998;294;1;;12,00;22,00;7,000;450,388;2;D;0,0000;0,000
999;PRODUTO 999;294;1;0,0;13,00;25,00;0,000;995,372;2;D;0,0000;0,000
1.000;PRODUTO 1000;46;4;0,0;15,50;18,60;0,000;5,000;8;D;0,0000;0,850
1.002;PRODUTO 1002;46;4;18,0;9,56;16,90;3,000;39,292;8;D;0,0000;0,000
1.003;PRODUTO 1003;46;4;;14,85;19,35;0,000;14,000;8;C;0,0000;0,800
1.004;PRODUTO 1004;294;1;18,0;8,20;30,00;0,000;14,684;7;C;0,0000;0,000
1.005;PRODUTO 1005;240;4;0,0;6,91;10,00;0,000;0,000;7;D;0,0000;0,000
1.006;PRODUTO 1006;240;4;18,0;11,89;15,50;5,000;2,000;7;D;0,0000;0,500
1.007;PRODUTO 1007;240;4;0,0;6,69;8,70;0,000;0,000;7;D;0,0000;0,112
1.008;PRODUTO 1008;240;4;0,0;6,69;8,70;0,000;2,000;7;D;0,0000;0,112
1.009;PRODUTO 1009;311;4;0,0;18,50;24,00;3,000;13,000;5;D;0,0000;0,320
1.014;PRODUTO 1014;240;4;0,0;7,89;10,30;10,000;10,000;7;D;0,0000;0,000
1.015;PRODUTO 1015;240;4;0,0;9,98;13,00;2,000;0,000;7;D;0,0000;0,300
1.016;PRODUTO 1016;340;4;0,0;9,50;12,50;2,000;1,000;7;D;0,0000;0,400
1.017;PRODUTO 1017;329;4;18,0;27,50;34,50;8,000;33,000;5;C;0,0000;1,000
1.019;PRODUTO 1019;240;4;0,0;7,89;10,30;3,000;9,000;7;D;0,0000;0,300
1.020;PRODUTO 1020;294;1;18,0;6,00;11,50;2,000;24,690;10;C;0,0000;0,000
1.024;PRODUTO 1024;46;4;0,0;11,90;15,50;2,000;21,000;8;C;0,0000;0,350
1.025;PRODUTO 1025;46;1;12,0;33,00;43,90;0,000;0,000;8;C;0,0000;0,000
1.026;PRODUTO 1026;7;1;18,0;45,60;54,70;16,000;25,694;1;C;0,0000;0,000
1.027;PRODUTO 1027;7;1;18,0;53,60;65,90;3,000;5,917;1;C;0,0000;0,000
1.028;PRODUTO 1028;358;4;18,0;29,73;35,00;23,000;30,000;5;C;0,0000;2,500
1.036;PRODUTO 1036;333;4;4,0;36,17;51,90;0,000;2,000;9;D;0,0000;1,000
1.037;PRODUTO 1037;333;4;4,0;39,45;63,90;0,000;4,000;9;D;0,0000;1,000
1.038;PRODUTO 1038;46;1;12,0;10,53;16,90;2,000;15,911;8;C;0,0000;7,200
1.039;PRODUTO 1039;46;4;;13,25;17,30;5,000;50,000;7;C;0,0000;0,500
1.040;PRODUTO 1040;333;4;4,0;23,12;40,90;0,000;0,000;9;D;0,0000;1,000
1.044;PRODUTO 1044;333;4;0,0;29,15;54,90;0,000;2,000;9;D;0,0000;1,000
1.047;PRODUTO 1047;340;4;0,0;7,90;11,00;4,000;1,000;7;D;0,0000;0,450
1.050;PRODUTO 1050;333;4;25,0;49,00;63,90;0,000;1,000;9;D;0,0000;1,000
1.051;PRODUTO 1051;333;4;0,0;42,64;55,50;0,000;5,000;9;D;0,0000;1,000
1.052;PRODUTO 1052;333;4;25,0;38,09;47,90;0,000;4,000;9;D;0,0000;1,000
1.053;PRODUTO 1053;333;4;0,0;24,18;39,90;0,000;8,000;9;D;0,0000;1,900
1.054;PRODUTO 1054;333;4;0,0;37,72;51,90;0,000;9,000;9;D;0,0000;1,000
1.055;PRODUTO 1055;377;4;0,0;88,87;110,90;0,000;5,000;9;D;0,0000;1,000
1.061;PRODUTO 1061;48;4;0,0;17,00;25,90;0,000;2,000;5;D;0,0000;0,000
1.062;PRODUTO 1062;362;4;18,0;6,20;8,50;3,000;118,000;9;D;0,0000;0,540
1.069;PRODUTO 1069;308;4;0,0;9,10;12,50;21,000;22,000;1;C;0,0000;0,250
1.070;PRODUTO 1070;377;4;12,0;46,50;60,40;0,000;1,000;9;D;0,0000;1,000
1.071;PRODUTO 1071;344;4;0,0;59,50;74,90;0,000;0,000;9;D;0,0000;1,225
1.072;PRODUTO 1072;383;1;18,0;36,00;48,90;0,000;0,000;1;C;0,0000;0,000
1.073;PRODUTO 1073;333;4;25,0;45,00;59,90;0,000;3,000;9;D;0,0000;1,500
1.102;PRODUTO 1102;240;4;0,0;9,39;12,50;2,000;51,000;7;D;0,0000;0,000
1.104;PRODUTO 1104;240;4;0,0;14,89;18,70;3,000;0,000;7;D;0,0000;0,504
1.110;PRODUTO 1110;116;1;12,0;26,00;37,90;500,000;0,000;-2;D;0,0000;0,000
1.112;PRODUTO 1112;45;1;0,0;37,10;29,90;0,000;0,000;-2;C;0,0000;0,000
1.113;PRODUTO 1113;318;1;18,0;123,39;155,00;5,000;21,388;1;D;0,0000;
1.114;PRODUTO 1114;7;1;0,0;18,50;29,90;0,000;0,000;-2;D;0,0000;0,000
1.115;PRODUTO 1115;7;1;0,0;50,00;86,90;0,000;0,000;1;D;0,0000;0,000
1.116;PRODUTO 1116;308;4;0,0;9,10;12,50;23,000;23,000;1;C;0,0000;0,205
1.117;PRODUTO 1117;318;4;18,0;6,25;8,20;7,000;18,000;1;C;0,0000;0,380
1.121;PRODUTO 1121;243;1;0,0;63,00;94,90;0,000;0,000;1;D;0,0000;0,000
1.122;PRODUTO 1122;116;1;12,0;24,80;35,90;0,000;0,000;-2;C;0,0000;0,000
1.132;PRODUTO 1132;45;4;0,0;22,50;23,90;9,000;22,000;1;B;0,0000;0,500
1.136;PRODUTO 1136;41;1;18,0;44,00;55,50;3,000;7,638;1;C;0,0000;0,000
1.149;PRODUTO 1149;10;4;18,0;7,01;9,50;6,000;17,000;5;D;0,0000;0,000
1.150;PRODUTO 1150;229;1;0,0;29,00;43,50;0,000;0,000;1;D;0,0000;0,000
1.152;PRODUTO 1152;84;1;18,0;84,00;134,90;0,000;0,000;1;D;0,0000;0,000
1.153;PRODUTO 1153;45;1;0,0;50,00;81,90;0,000;0,000;1;D;0,0000;0,000
1.154;PRODUTO 1154;240;4;0,0;9,89;12,90;4,000;6,000;7;D;0,0000;0,500
1.155;PRODUTO 1155;240;4;0,0;11,89;15,50;7,000;11,000;7;D;0,0000;0,500
1.159;PRODUTO 1159;7;1;12,0;18,50;29,90;0,000;0,000;-2;C;0,0000;0,000
1.161;PRODUTO 1161;7;1;12,0;34,30;44,50;0,000;0,000;-2;D;0,0000;0,000
1.166;PRODUTO 1166;7;1;12,0;38,65;50,50;0,000;0,000;-2;D;0,0000;0,000
1.169;PRODUTO 1169;7;1;18,0;40,50;47,30;32,000;55,000;1;B;0,0000;5,200
1.192;PRODUTO 1192;64;1;18,0;63,00;94,50;0,000;0,000;1;D;0,0000;0,000
1.195;PRODUTO 1195;45;1;18,0;56,30;71,50;9,000;13,578;1;C;0,0000;0,500
1.200;PRODUTO 1200;377;4;12,0;67,60;95,90;0,000;7,000;9;D;0,0000;1,000
1.203;PRODUTO 1203;10;1;0,0;11,00;16,90;0,000;0,000;-1;D;0,0000;0,000
1.205;PRODUTO 1205;311;1;0,0;21,00;29,90;0,000;0,000;-1;D;0,0000;0,000
1.206;PRODUTO 1206;48;4;0,0;19,25;25,00;2,000;0,000;5;C;0,0000;0,000
1.210;PRODUTO 1210;149;4;0,0;9,11;11,20;4,000;28,000;7;D;0,0000;0,290
1.213;PRODUTO 1213;311;1;0,0;17,00;27,90;0,000;0,000;-1;D;0,0000;0,000
1.215;PRODUTO 1215;10;1;0,0;15,00;29,90;0,000;0,000;-1;D;0,0000;0,000
1.216;PRODUTO 1216;116;4;12,0;;5,00;;0,000;1;B;0,0000;
1.217;PRODUTO 1217;4;1;0,0;25,00;45,00;0,000;0,000;-1;D;0,0000;0,000
1.219;PRODUTO 1219;311;1;0,0;25,00;36,90;0,000;0,000;2;D;0,0000;0,000
1.221;PRODUTO 1221;10;1;0,0;22,00;31,90;0,000;0,000;-1;D;0,0000;0,000
1.231;PRODUTO 1231;398;4;12,0;16,20;19,90;0,000;0,000;1;D;0,0000;0,300
1.232;PRODUTO 1232;10;1;0,0;24,00;32,90;9,000;0,000;2;C;0,0000;0,000
1.233;PRODUTO 1233;4;1;0,0;45,00;64,90;0,000;0,000;2;D;0,0000;0,000
1.237;PRODUTO 1237;311;1;0,0;64,00;90,50;0,000;0,000;2;D;0,0000;0,000
1.247;PRODUTO 1247;4;1;0,0;17,00;34,90;0,000;0,000;-1;D;0,0000;0,000
1.249;PRODUTO 1249;398;1;12,0;44,60;58,50;0,000;0,000;1;D;0,0000;0,000
1.250;PRODUTO 1250;10;1;0,0;39,00;69,90;0,000;0,000;-1;D;0,0000;0,000
1.252;PRODUTO 1252;4;1;0,0;45,00;61,90;0,000;0,000;-1;D;0,0000;0,000
1.253;PRODUTO 1253;10;1;0,0;50,00;67,90;0,000;0,000;-1;C;0,0000;0,000
1.254;PRODUTO 1254;4;1;0,0;66,00;;9,000;0,000;-1;D;0,0000;0,000
1.263;PRODUTO 1263;99;1;12,0;28,00;45,90;0,000;0,000;-1;D;0,0000;0,000
1.264;PRODUTO 1264;99;1;12,0;60,00;73,90;2,000;0,000;-1;D;0,0000;0,000
1.272;PRODUTO 1272;99;1;0,0;28,00;39,50;12,000;0,000;-1;D;0,0000;0,000
1.284;PRODUTO 1284;311;1;0,0;30,00;68,90;0,000;0,000;-1;D;0,0000;0,000
1.290;PRODUTO 1290;4;1;18,0;30,00;39,50;4,000;8,496;2;D;0,0000;0,000
1.294;PRODUTO 1294;4;1;0,0;35,00;45,50;0,000;0,000;-1;D;0,0000;0,000
1.298;PRODUTO 1298;99;1;0,0;22,00;42,90;0,000;0,000;-1;D;0,0000;0,000
1.299;PRODUTO 1299;4;1;0,0;34,00;55,50;0,000;0,000;-1;D;0,0000;0,000
1.301;PRODUTO 1301;294;1;0,0;8,00;10,00;2,000;34,644;7;C;0,0000;0,000
1.302;PRODUTO 1302;19;4;12,0;8,73;11,50;16,000;0,000;1;D;0,0000;0,130
1.303;PRODUTO 1303;293;4;0,0;24,22;29,10;4,000;9,000;11;D;0,0000;1,910
1.305;PRODUTO 1305;333;4;4,0;40,00;54,90;0,000;8,000;9;D;0,0000;1,000
1.307;PRODUTO 1307;294;1;18,0;18,50;28,00;9,000;27,490;11;C;0,0000;0,000
1.335;PRODUTO 1335;46;1;12,0;10,95;16,90;3,000;19,639;8;C;0,0000;0,000
1.361;PRODUTO 1361;48;4;18,0;24,50;32,00;2,000;3,000;7;D;0,0000;0,000
1.364;PRODUTO 1364;60;4;18,0;26,45;29,10;8,000;0,000;7;C;0,0000;2,970
1.365;PRODUTO 1365;401;4;0,0;23,70;29,60;0,000;0,000;7;D;0,0000;0,410
1.385;PRODUTO 1385;311;1;0,0;40,00;56,50;0,000;0,000;-1;D;0,0000;0,000
1.386;PRODUTO 1386;294;4;18,0;11,00;17,50;9,000;0,000;7;C;0,0000;0,510
1.403;PRODUTO 1403;332;4;0,0;4,10;5,40;4,000;8,000;5;C;0,0000;0,320
1.407;PRODUTO 1407;358;4;18,0;20,90;27,50;0,000;0,000;5;C;0,0000;1,055
1.408;PRODUTO 1408;358;4;0,0;3,59;5,50;4,000;0,000;5;D;0,0000;0,300
1.410;PRODUTO 1410;332;4;0,0;5,30;6,90;5,000;21,000;5;C;0,0000;0,000
1.411;PRODUTO 1411;387;4;0,0;18,60;35,00;4,000;0,000;7;D;0,0000;0,109
1.423;PRODUTO 1423;387;4;;17,50;22,50;13,000;4,000;7;D;0,0000;0,800
1.445;PRODUTO 1445;140;1;0,0;20,00;40,50;0,000;0,000;7;D;0,0000;0,000
1.466;PRODUTO 1466;50;4;0,0;3,03;3,99;14,000;124,000;7;C;0,0000;0,340
1.470;PRODUTO 1470;293;4;0,0;5,86;8,00;0,000;6,000;7;D;0,0000;0,000
1.473;PRODUTO 1473;333;4;4,0;29,00;39,90;0,000;1,000;9;D;0,0000;1,000
1.474;PRODUTO 1474;333;4;4,0;32,41;44,90;2,000;0,000;9;D;0,0000;1,000
1.475;PRODUTO 1475;333;4;4,0;27,90;40,90;0,000;0,000;9;D;0,0000;1,000
1.476;PRODUTO 1476;240;4;0,0;14,89;18,70;3,000;0,000;7;D;0,0000;0,400
1.490;PRODUTO 1490;387;4;0,0;11,00;14,50;10,000;0,000;9;D;0,0000;1,000
1.491;PRODUTO 1491;394;4;0,0;1,61;2,50;8,000;15,000;7;D;0,0000;0,600
1.492;PRODUTO 1492;394;4;0,0;1,50;2,50;7,000;183,000;7;D;0,0000;0,600
1.493;PRODUTO 1493;294;1;18,0;15,00;20,00;0,000;0,270;11;C;0,0000;0,000
1.504;PRODUTO 1504;312;4;0,0;7,95;10,50;5,000;58,000;7;D;0,0000;0,120
1.506;PRODUTO 1506;312;4;0,0;8,00;10,50;8,000;43,000;7;D;0,0000;0,120
1.508;PRODUTO 1508;267;4;0,0;7,20;9,50;0,000;15,000;7;D;0,0000;0,220
1.510;PRODUTO 1510;312;4;0,0;6,00;8,00;0,000;0,000;7;D;0,0000;0,160
1.511;PRODUTO 1511;4;1;0,0;13,00;18,90;16,000;0,000;-1;C;0,0000;0,000
1.513;PRODUTO 1513;312;4;0,0;6,47;8,50;0,000;0,000;7;D;0,0000;0,160
1.526;PRODUTO 1526;312;4;;9,21;11,80;5,000;100,000;7;C;0,0000;0,180
1.611;PRODUTO 1611;272;4;18,0;6,13;8,00;2,000;21,000;7;D;0,0000;0,000
1.616;PRODUTO 1616;2;4;12,0;15,90;19,90;4,000;3,000;7;D;0,0000;0,450
1.709;PRODUTO 1709;311;1;0,0;49,00;68,90;0,000;0,000;-1;D;0,0000;0,000
1.717;PRODUTO 1717;21;6;18,0;13,00;16,50;2,000;0,000;5;D;0,0000;0,420
1.719;PRODUTO 1719;99;1;18,0;85,00;112,00;0,000;0,000;2;D;0,0000;0,000
1.746;PRODUTO 1746;;4;0,0;2,94;4,00;1,000;5,000;7;D;0,0000;0,000
1.771;PRODUTO 1771;7;1;0,0;39,00;62,90;6,000;0,000;-2;C;0,0000;0,000
1.793;PRODUTO 1793;4;4;0,0;10,20;11,50;5,000;9,000;2;C;;0,380
1.800;PRODUTO 1800;328;4;0,0;25,60;32,00;0,000;0,000;5;D;0,0000;0,000
1.808;PRODUTO 1808;7;4;0,0;5,70;7,50;28,000;62,000;1;C;0,0000;0,270
1.838;PRODUTO 1838;240;4;0,0;5,79;7,50;7,000;3,000;7;D;0,0000;0,450
1.869;PRODUTO 1869;99;1;0,0;30,00;41,90;0,000;0,000;-1;D;0,0000;0,000
1.871;PRODUTO 1871;333;4;4,0;22,40;29,20;0,000;1,327;9;D;0,0000;1,000
1.872;PRODUTO 1872;294;4;0,0;12,10;15,50;2,000;8,000;7;D;0,0000;0,205
1.899;PRODUTO 1899;240;4;0,0;10,89;14,20;8,000;3,000;7;D;0,0000;0,500
1.901;PRODUTO 1901;387;4;0,0;30,90;38,90;0,000;0,000;7;D;0,0000;0,350
1.902;PRODUTO 1902;387;4;0,0;30,80;38,90;0,000;0,000;7;D;0,0000;0,350
1.903;PRODUTO 1903;294;1;18,0;8,20;30,00;2,000;14,892;7;D;0,0000;
1.905;PRODUTO 1905;60;4;0,0;12,32;14,50;4,000;3,000;8;C;0,0000;1,050
1.914;PRODUTO 1914;333;4;4,0;31,90;51,90;0,000;0,000;9;D;0,0000;1,000
1.915;PRODUTO 1915;333;4;4,0;45,28;59,90;0,000;2,000;9;D;0,0000;1,000
1.916;PRODUTO 1916;333;4;4,0;48,68;69,90;0,000;10,000;9;D;0,0000;1,000
1.917;PRODUTO 1917;48;4;18,0;30,25;39,50;2,000;6,000;5;D;0,0000;0,000
1.918;PRODUTO 1918;333;4;4,0;47,00;69,90;0,000;13,000;9;D;0,0000;1,000
1.919;PRODUTO 1919;333;4;4,0;40,25;53,00;0,000;0,000;9;D;0,0000;1,000
1.920;PRODUTO 1920;333;4;4,0;48,68;69,90;0,000;12,000;9;D;0,0000;1,000
1.921;PRODUTO 1921;333;4;4,0;31,27;54,50;0,000;3,000;9;D;0,0000;1,200
1.922;PRODUTO 1922;333;4;4,0;27,00;39,90;0,000;0,000;9;D;0,0000;1,000
1.923;PRODUTO 1923;333;4;0,0;39,90;50,90;0,000;0,000;9;D;0,0000;1,200
1.945;PRODUTO 1945;19;4;18,0;9,75;12,70;3,000;16,000;7;C;0,0000;0,510
1.947;PRODUTO 1947;294;1;18,0;31,00;62,50;4,000;50,470;10;C;0,0000;
1.948;PRODUTO 1948;48;4;0,0;10,10;15,00;6,000;6,000;5;C;0,0000;0,500
1.949;PRODUTO 1949;48;4;0,0;13,00;18,00;4,000;2,000;5;C;0,0000;0,350
1.960;PRODUTO 1960;393;4;12,0;42,65;55,40;0,000;7,000;9;D;0,0000;2,000
1.961;PRODUTO 1961;393;4;12,0;43,09;55,90;0,000;17,000;9;D;0,0000;1,000
1.962;PRODUTO 1962;393;4;12,0;43,09;55,90;0,000;21,000;9;D;0,0000;1,000
1.963;PRODUTO 1963;393;4;12,0;27,65;35,90;2,000;0,000;9;D;0,0000;1,000
1.964;PRODUTO 1964;393;4;12,0;54,20;69,90;0,000;9,000;9;C;0,0000;1,000
1.965;PRODUTO 1965;393;4;12,0;41,00;55,50;0,000;0,000;9;D;0,0000;1,500
1.966;PRODUTO 1966;393;4;12,0;27,93;35,90;2,000;1,000;9;D;0,0000;1,000
1.967;PRODUTO 1967;393;4;12,0;43,00;55,90;2,000;6,000;9;D;0,0000;1,000
1.968;PRODUTO 1968;393;4;12,0;56,44;76,90;0,000;5,000;9;D;0,0000;1,000
1.969;PRODUTO 1969;393;4;12,0;56,56;76,90;0,000;2,000;9;D;0,0000;1,000
1.970;PRODUTO 1970;393;4;12,0;21,36;31,90;0,000;2,000;9;D;0,0000;1,000
1.971;PRODUTO 1971;393;4;12,0;20,54;31,90;0,000;7,000;9;D;0,0000;1,000
