NUMPED;DATAPED;HORAPED;CODCLIEN;ES;FINALIDNFE;SITUACAO;PESO;PRAZOPGTO;VALORPRODS;VALORDESC;VALOR;VALBASEICMS;VALICMS;COMISSAO
555.718;12.05.2022;14:51:55;2.175;S;1;3;44,790;14;1.213,18;0,00;1.213,18;1.095,74;145,58;3,00
555.719;12.05.2022;15:06:52;1.582;S;1;2;66,700;21;1.485,55;0,00;1.485,55;1.485,55;178,27;0,00
555.720;12.05.2022;15:07:46;1.230;S;1;2;17,905;28;425,13;0,00;425,13;397,69;44,31;0,00
555.721;12.05.2022;15:10:44;1.445;S;1;2;9,845;14;376,87;0,00;376,87;376,87;45,22;0,00
555.722;12.05.2022;15:12:19;1.763;S;1;2;15,000;21;431,50;0,00;431,50;231,18;22,95;3,00
555.723;12.05.2022;15:13:49;1.507;S;1;2;14,880;14;472,93;0,00;472,93;472,93;47,39;2,00
555.724;12.05.2022;15:15:40;1.086;S;1;2;10,000;14;423,74;0,00;423,74;400,50;72,09;0,00
555.726;12.05.2022;15:18:41;1.108;S;1;2;82,218;14;864,08;0,00;864,08;747,49;98,75;0,00
555.727;12.05.2022;15:21:15;2.438;S;1;3;67,960;14;801,82;0,00;801,82;694,28;50,48;0,00
555.728;12.05.2022;15:25:59;2.667;S;1;3;57,690;14;2.043,00;0,00;2.043,00;1.955,10;193,42;0,00
555.730;12.05.2022;15:29:38;1.218;S;1;2;22,760;14;668,08;0,00;668,08;588,25;28,74;0,00
555.731;12.05.2022;15:39:33;2.499;S;1;3;42,030;14;1.078,50;0,00;1.078,50;858,64;112,77;0,00
555.732;12.05.2022;15:36:00;2.627;S;1;2;9,400;14;236,70;0,00;236,70;236,70;0,00;3,00
555.733;12.05.2022;15:42:19;1.520;S;1;3;103,325;7;3.691,95;0,00;3.691,95;2.953,93;337,13;0,00
555.734;12.05.2022;15:45:15;2.303;S;1;2;20,850;14;841,13;0,00;841,13;692,57;93,02;0,00
555.736;12.05.2022;15:55:41;3.316;S;1;2;43,540;0;583,68;0,00;583,68;447,34;65,61;0,00
555.737;12.05.2022;15:56:20;1.520;S;1;2;6,900;7;202,65;0,00;202,65;202,65;0,00;0,00
555.738;12.05.2022;16:58:46;2.237;S;1;2;12,600;14;126,00;0,00;126,00;126,00;0,00;0,00
555.739;12.05.2022;18:10:43;2.636;S;1;2;0,000;0;14,00;0,00;14,00;14,00;0,00;0,00
555.740;13.05.2022;05:51:27;1.520;S;1;3;38,400;7;611,64;0,00;611,64;450,18;73,40;0,00
555.741;13.05.2022;05:54:53;1.615;S;1;3;49,550;21;595,50;0,00;595,50;487,54;38,87;0,00
555.742;13.05.2022;05:56:33;1.005;S;1;3;38,720;14;1.329,96;0,00;1.329,96;1.263,03;160,76;3,00
555.743;13.05.2022;05:58:36;1.006;S;1;2;18,710;14;561,48;0,00;561,48;415,45;61,62;0,00
555.744;13.05.2022;06:41:11;1.683;S;1;2;8,290;14;177,36;0,00;177,36;149,89;9,89;0,00
555.745;13.05.2022;07:13:57;1.119;S;1;2;25,620;14;662,15;0,00;662,15;452,32;75,55;0,00
555.746;13.05.2022;07:17:29;1.673;S;1;2;9,850;7;438,19;0,00;438,19;414,89;57,87;0,00
555.748;13.05.2022;08:39:27;1.615;S;1;2;27,150;21;752,55;0,00;752,55;501,73;90,31;0,00
555.749;13.05.2022;08:30:08;2.424;S;1;2;3,160;14;151,59;0,00;151,59;101,07;7,87;0,00
555.750;13.05.2022;09:08:08;1.529;S;1;2;9,400;0;281,73;0,00;281,73;109,56;19,72;0,00
555.751;13.05.2022;09:14:10;1.041;S;1;2;2,180;14;38,85;0,00;38,85;25,90;4,66;0,00
555.752;13.05.2022;09:14:30;1.041;S;1;2;1,490;14;53,12;0,00;53,12;53,12;6,37;0,00
555.753;13.05.2022;09:26:37;3.342;S;1;2;20,430;7;505,77;0,00;505,77;501,53;53,91;0,00
555.754;13.05.2022;09:26:21;2.499;S;1;2;1,000;14;36,58;0,00;36,58;36,58;6,58;0,00
555.755;13.05.2022;09:51:53;3.462;S;1;2;0,500;10;10,52;0,00;10,52;7,01;1,26;0,00
555.756;13.05.2022;09:56:23;1.332;S;1;2;14,755;14;558,53;0,00;558,53;497,51;65,64;0,00
555.757;13.05.2022;10:00:36;1.119;S;1;2;34,800;14;742,67;0,00;742,67;495,14;89,12;0,00
555.758;13.05.2022;10:13:19;3.206;S;1;2;34,236;0;930,91;0,00;930,91;856,27;92,40;0,00
555.759;13.05.2022;10:06:12;2.194;S;1;2;0,000;14;34,98;0,00;34,98;23,32;4,20;0,00
555.760;13.05.2022;11:44:36;2.253;S;1;2;1.200,370;0;19.236,75;0,00;19.236,75;14.767,15;1.816,72;3,00
555.761;13.05.2022;10:16:04;2.017;S;1;2;4,250;0;145,18;0,00;145,18;145,18;17,42;0,00
555.762;13.05.2022;10:19:18;2.623;S;1;2;5,400;10;54,60;0,00;54,60;36,40;6,55;0,00
555.763;13.05.2022;10:28:48;2.675;S;1;3;35,660;14;540,07;0,00;540,07;402,46;58,01;3,00
555.764;13.05.2022;10:34:05;1.085;S;1;2;2,782;7;96,98;0,00;96,98;96,98;9,45;0,00
555.765;13.05.2022;10:44:36;1.545;S;1;2;29,970;14;760,20;0,00;760,20;699,93;82,33;0,00
555.766;13.05.2022;10:38:59;2.413;S;1;2;15,000;14;494,10;0,00;494,10;494,10;59,29;0,00
555.767;13.05.2022;10:45:21;3.387;S;1;2;2,930;14;103,11;0,00;103,11;68,74;12,37;0,00
555.768;13.05.2022;10:46:03;;S;1;0;0,000;0;0,00;0,00;0,00;0,00;0,00;0,00
555.771;13.05.2022;11:14:10;2.549;S;1;2;4,650;0;137,25;0,00;137,25;107,56;17,22;0,00
555.772;13.05.2022;11:28:33;3.385;S;1;2;2,062;7;203,72;0,00;203,72;155,52;19,72;0,00
555.773;13.05.2022;11:32:01;1.076;S;1;2;6,150;14;31,36;0,00;31,36;31,36;3,76;0,00
555.774;13.05.2022;11:43:40;1.320;S;1;2;6,034;28;212,93;0,00;212,93;165,37;21,78;3,00
555.775;13.05.2022;12:10:49;2.545;S;1;2;10,600;0;328,42;0,00;328,42;143,95;25,46;0,00
555.776;13.05.2022;11:56:10;2.133;S;1;2;8,856;14;325,84;0,00;325,84;291,02;52,38;0,00
555.777;13.05.2022;11:50:11;2.253;S;1;2;1.200,370;0;19.236,75;0,00;19.236,75;14.767,15;1.816,72;3,00
555.778;13.05.2022;12:10:28;2.309;S;1;2;14,078;14;463,82;0,00;463,82;420,87;36,76;0,00
555.780;13.05.2022;12:42:13;2.644;S;1;2;0,000;0;7,00;0,00;7,00;7,00;0,00;0,00
555.781;13.05.2022;12:47:01;1.063;S;1;2;1,020;7;16,60;0,00;16,60;16,60;0,00;0,00
555.782;13.05.2022;14:27:41;2.627;S;1;2;6,000;14;319,45;0,00;319,45;261,34;20,92;3,00
555.783;13.05.2022;13:07:10;1.889;S;1;2;5,560;14;261,73;0,00;261,73;218,63;31,41;0,00
555.784;13.05.2022;13:42:21;2.579;S;1;2;0,230;0;41,42;0,00;41,42;27,61;4,97;0,00
555.785;13.05.2022;13:46:06;1.185;S;1;2;12,000;14;398,16;0,00;398,16;398,16;0,00;0,00
555.786;13.05.2022;13:49:51;2.668;S;1;2;6,552;10;232,29;0,00;232,29;187,33;32,02;0,00
555.787;13.05.2022;14:06:27;2.507;S;1;2;6,497;0;206,68;0,00;206,68;194,27;19,43;0,00
555.788;13.05.2022;14:26:34;3.227;S;1;2;7,784;0;494,51;0,00;494,51;464,68;39,30;0,00
555.789;13.05.2022;14:20:26;2.588;S;1;2;3,172;14;74,51;0,00;74,51;61,17;8,94;0,00
555.790;13.05.2022;14:54:54;1.835;S;1;2;32,930;14;504,20;0,00;504,20;331,38;59,65;3,00
555.791;13.05.2022;15:02:30;2.034;S;1;2;50,060;14;582,51;0,00;582,51;449,17;59,97;0,00
555.792;13.05.2022;15:04:40;3.168;S;1;3;44,560;21;1.688,95;0,00;1.688,95;1.279,30;202,68;0,00
555.793;13.05.2022;15:07:17;1.625;S;1;2;19,260;14;341,32;0,00;341,32;250,06;32,86;0,00
555.794;13.05.2022;15:18:42;1.325;S;1;2;28,680;14;683,99;0,00;683,99;423,04;58,14;3,00
555.795;13.05.2022;15:20:37;1.118;S;1;2;29,990;14;666,37;0,00;666,37;406,32;42,81;3,00
555.796;13.05.2022;15:21:21;1.417;S;1;2;3,000;14;21,00;0,00;21,00;14,00;2,52;0,00
555.797;13.05.2022;15:24:11;1.394;S;1;2;25,960;14;525,76;0,00;525,76;233,80;33,44;3,00
555.798;13.05.2022;15:22:50;1.417;S;1;2;1,000;14;8,47;0,00;8,47;5,65;1,02;0,00
555.799;13.05.2022;15:27:33;1.476;S;1;2;3,802;14;164,10;0,00;164,10;119,59;20,78;3,00
555.800;13.05.2022;15:32:53;1.846;S;1;2;14,240;14;313,55;0,00;313,55;205,42;28,78;3,00
555.801;13.05.2022;15:43:20;3.234;S;1;3;48,002;14;1.926,56;0,00;1.926,56;1.623,82;231,19;3,00
555.802;13.05.2022;15:46:45;3.404;S;1;3;42,256;19;2.255,32;0,00;2.255,32;1.503,62;270,65;0,00
555.803;13.05.2022;15:54:03;2.997;S;1;2;16,159;14;880,66;0,00;880,66;587,14;105,68;0,00
555.804;13.05.2022;15:51:04;2.440;S;1;2;7,030;14;252,15;0,00;252,15;179,71;26,08;0,00
555.805;13.05.2022;16:04:33;1.892;S;1;2;31,950;14;973,37;0,00;973,37;711,95;97,63;3,00
555.806;13.05.2022;16:08:30;1.026;S;1;2;55,360;28;455,81;0,00;455,81;340,80;47,58;0,00
555.807;13.05.2022;16:10:36;1.917;S;1;3;44,700;14;1.183,69;0,00;1.183,69;855,99;135,47;0,00
555.808;13.05.2022;16:15:48;1.741;S;1;3;140,250;13;4.482,50;0,00;4.482,50;4.302,68;462,38;0,00
555.809;13.05.2022;16:17:35;2.250;S;1;2;17,610;14;582,06;0,00;582,06;515,36;64,39;3,00
555.810;13.05.2022;16:22:36;1.763;S;1;3;64,620;21;1.082,13;0,00;1.082,13;898,15;113,57;3,00
555.811;13.05.2022;16:26:38;2.017;S;1;2;6,450;0;81,53;0,00;81,53;31,71;5,71;0,00
555.812;13.05.2022;16:29:31;1.324;S;1;2;5,000;0;164,70;0,00;164,70;164,70;19,76;0,00
555.813;13.05.2022;16:32:41;1.320;S;1;2;2,572;28;76,56;0,00;76,56;66,49;3,63;3,00
555.814;13.05.2022;16:40:47;2.146;S;1;2;1,180;14;57,54;0,00;57,54;38,36;6,91;0,00
555.815;13.05.2022;17:08:52;2.495;S;1;2;0,736;0;40,41;0,00;40,41;26,94;4,85;0,00
555.816;13.05.2022;17:28:55;1.843;S;1;2;33,180;14;1.025,01;0,00;1.025,01;733,11;82,04;0,00
555.817;13.05.2022;17:32:42;1.784;S;1;2;23,780;14;619,55;0,00;619,55;452,99;74,35;3,00
555.818;13.05.2022;17:34:49;2.276;S;1;2;25,650;14;298,19;0,00;298,19;244,51;30,18;0,00
555.819;13.05.2022;17:42:18;1.542;S;1;2;34,110;14;1.038,69;0,00;1.038,69;744,11;118,33;0,00
555.820;13.05.2022;17:38:43;1.365;S;1;2;6,314;14;107,51;0,00;107,51;95,52;4,32;0,00
555.821;13.05.2022;17:44:32;2.040;S;1;2;24,910;14;664,78;0,00;664,78;518,22;69,33;0,00
555.822;13.05.2022;17:53:50;2.628;S;1;2;24,620;14;529,31;0,00;529,31;300,33;54,06;3,00
555.823;13.05.2022;17:55:25;1.051;S;1;3;53,490;19;1.328,74;0,00;1.328,74;1.227,56;115,49;0,00
555.824;14.05.2022;08:12:06;2.424;S;1;2;16,680;14;540,12;0,00;540,12;513,94;60,26;0,00
555.825;14.05.2022;08:50:49;2.636;S;1;2;0,450;0;3,50;0,00;3,50;3,50;0,00;0,00
555.826;14.05.2022;08:51:19;2.639;S;1;2;0,000;0;7,00;0,00;7,00;7,00;0,00;0,00
555.827;14.05.2022;09:12:52;2.017;S;1;2;1,520;0;52,28;0,00;52,28;34,86;6,27;0,00
555.828;14.05.2022;09:22:11;3.361;S;1;2;5,852;0;315,03;0,00;315,03;308,76;13,87;0,00
555.829;14.05.2022;09:33:11;1.258;S;1;2;10,300;14;160,25;0,00;160,25;156,80;5,19;0,00
555.830;14.05.2022;09:37:29;2.533;S;1;2;18,900;14;374,22;0,00;374,22;286,66;44,59;0,00
555.831;14.05.2022;09:38:47;1.353;S;1;2;0,000;14;24,90;0,00;24,90;24,90;0,00;0,00
555.832;14.05.2022;09:39:30;1.353;S;1;2;3,500;14;46,40;0,00;46,40;30,93;5,57;0,00
555.833;14.05.2022;09:54:20;2.504;S;1;2;1,000;7;64,90;0,00;64,90;43,27;7,79;0,00
555.835;14.05.2022;10:28:58;2.638;S;1;2;0,000;0;7,00;0,00;7,00;7,00;0,00;3,00
555.836;14.05.2022;10:50:44;1.897;S;1;3;36,896;14;517,70;0,00;517,70;444,59;37,42;0,00
555.837;14.05.2022;10:38:20;1.484;S;1;2;1,000;0;9,70;0,00;9,70;6,47;1,16;0,00
555.838;14.05.2022;10:40:48;1.007;S;1;2;0,680;0;60,97;0,00;60,97;46,94;8,45;0,00
555.839;14.05.2022;10:42:47;1.007;S;1;2;0,248;0;34,97;0,00;34,97;29,61;5,33;0,00
555.840;14.05.2022;10:48:54;1.042;S;1;2;10,550;14;200,34;0,00;200,34;153,80;19,26;0,00
555.841;14.05.2022;10:55:23;2.017;S;1;2;3,000;0;52,36;0,00;52,36;34,91;6,28;0,00
555.842;14.05.2022;11:01:36;2.529;S;1;2;2,746;0;161,54;0,00;161,54;114,38;20,59;0,00
555.843;14.05.2022;11:03:04;2.018;S;1;2;43,490;28;1.320,64;0,00;1.320,64;1.278,53;158,48;3,00
555.845;14.05.2022;11:59:31;1.353;S;1;3;44,660;14;726,45;0,00;726,45;576,92;85,13;0,00
555.846;14.05.2022;12:13:58;2.525;S;1;2;2,004;0;58,22;0,00;58,22;38,82;6,99;0,00
555.847;14.05.2022;12:10:49;1.353;S;1;2;3,500;14;46,40;0,00;46,40;30,93;5,57;0,00
555.848;14.05.2022;12:12:22;1.353;S;1;3;41,160;14;655,15;0,00;655,15;521,08;79,56;0,00
555.849;14.05.2022;12:30:04;2.495;S;1;2;9,506;0;150,50;0,00;150,50;141,97;22,02;0,00
555.850;14.05.2022;12:57:45;2.652;S;1;2;13,678;0;340,81;0,00;340,81;283,85;36,38;0,00
555.851;14.05.2022;12:47:27;2.017;S;1;2;7,400;0;269,84;0,00;269,84;269,84;32,38;0,00
555.852;14.05.2022;12:49:54;2.017;S;1;2;1,108;0;58,92;0,00;58,92;58,92;7,07;0,00
555.853;14.05.2022;13:26:25;2.494;S;1;2;0,000;0;67,20;0,00;67,20;26,13;4,70;0,00
555.854;14.05.2022;13:29:55;2.643;S;1;2;1,330;0;43,04;0,00;43,04;43,04;0,00;0,00
555.855;14.05.2022;13:32:02;2.640;S;1;2;3,940;0;73,08;0,00;73,08;70,54;1,55;0,00
555.856;14.05.2022;13:35:17;2.639;S;1;2;5,570;0;141,00;0,00;141,00;133,88;6,53;0,00
555.860;14.05.2022;13:43:22;2.017;S;1;2;8,700;0;193,05;0,00;193,05;128,71;23,17;0,00
555.861;14.05.2022;13:43:34;2.017;S;1;2;5,800;0;128,70;0,00;128,70;85,80;15,44;0,00
555.862;14.05.2022;13:43:44;2.017;S;1;2;2,900;0;64,35;0,00;64,35;42,90;7,72;0,00
555.865;14.05.2022;14:09:13;2.643;S;1;2;1,380;0;50,71;0,00;50,71;39,40;7,09;0,00
555.866;16.05.2022;06:11:15;2.560;S;1;2;153,600;21;3.819,72;0,00;3.819,72;2.910,85;444,46;0,00
555.867;16.05.2022;06:14:36;2.303;S;1;2;18,040;14;632,03;0,00;632,03;559,95;45,72;0,00
555.868;16.05.2022;07:37:07;;S;1;0;0,000;0;0,00;0,00;0,00;0,00;0,00;0,00
555.869;16.05.2022;00:11:33;191;S;4;2;0,000;0;100,00;0,00;114,34;100,00;12,00;0,00
555.870;16.05.2022;07:41:03;1.542;S;1;2;12,600;14;155,16;0,00;155,16;103,45;18,62;0,00
555.871;16.05.2022;00:11:33;191;S;4;2;0,000;0;100,00;0,00;114,34;100,00;12,00;0,00
555.872;16.05.2022;08:28:25;2.017;S;1;2;3,000;0;52,36;0,00;52,36;34,91;6,28;0,00
555.873;16.05.2022;08:30:23;3.342;S;1;2;31,700;7;1.132,51;0,00;1.132,51;1.132,51;135,90;0,00
555.874;16.05.2022;08:32:00;2.237;S;1;2;14,658;14;208,11;0,00;208,11;208,11;9,85;0,00
555.875;16.05.2022;08:34:01;2.237;S;1;2;14,658;14;208,11;0,00;208,11;208,11;9,85;0,00
555.876;16.05.2022;08:40:41;1.484;S;1;2;25,220;0;224,22;0,00;224,22;199,49;30,35;0,00
555.877;16.05.2022;08:44:40;1.353;S;1;2;8,260;14;302,01;0,00;302,01;256,24;36,24;0,00
555.878;16.05.2022;08:59:11;2.040;S;1;2;3,600;14;191,45;0,00;191,45;191,45;22,97;0,00
555.879;16.05.2022;09:18:12;1.666;S;1;2;12,600;0;155,16;0,00;155,16;103,45;18,62;0,00
555.880;16.05.2022;09:20:42;1.666;S;1;2;4,200;0;74,34;0,00;74,34;65,42;11,78;0,00
555.881;16.05.2022;09:26:28;1.332;S;1;2;13,262;14;367,32;0,00;367,32;342,22;37,60;0,00
555.882;16.05.2022;09:31:53;1.499;S;1;2;28,000;14;261,76;0,00;261,76;226,92;27,84;0,00
555.883;16.05.2022;09:35:43;1.041;S;1;2;12,340;14;202,39;0,00;202,39;171,84;20,01;0,00
555.884;16.05.2022;09:48:00;1.041;S;1;2;14,340;14;223,89;0,00;223,89;186,17;22,59;0,00
555.885;16.05.2022;09:50:09;2.623;S;1;2;7,500;10;159,75;0,00;159,75;94,73;7,45;0,00
555.886;16.05.2022;09:51:40;1.036;S;1;2;2,500;14;37,20;0,00;37,20;37,20;6,70;0,00
555.887;16.05.2022;10:03:59;2.636;S;1;2;0,600;0;3,10;0,00;3,10;3,10;0,00;0,00
555.888;16.05.2022;10:22:49;2.330;S;1;2;0,500;28;10,08;0,00;10,08;10,08;1,81;0,00
555.889;16.05.2022;10:24:43;2.017;S;1;2;6,508;0;165,22;0,00;165,22;159,89;18,67;0,00
555.891;16.05.2022;10:31:33;1.685;S;1;2;12,300;7;277,25;0,00;277,25;135,29;19,26;0,00
555.892;16.05.2022;10:33:55;2.230;S;1;2;8,450;7;403,45;0,00;403,45;329,77;48,42;0,00
555.893;16.05.2022;10:39:51;2.668;S;1;2;2,796;10;88,21;0,00;88,21;71,14;12,80;0,00
555.896;16.05.2022;11:14:30;1.175;S;1;2;6,040;14;123,02;0,00;123,02;123,02;0,00;0,00
555.897;16.05.2022;11:16:44;2.000;S;1;2;8,950;0;72,42;0,00;72,42;66,65;1,30;0,00
555.898;16.05.2022;11:34:21;2.253;S;1;2;354,640;0;10.608,02;0,00;10.608,02;8.137,84;1.000,48;3,00
555.899;16.05.2022;11:30:11;1.332;S;1;2;12,600;14;442,01;0,00;442,01;442,01;53,04;0,00
555.901;16.05.2022;11:54:30;2.253;S;1;3;634,818;0;12.848,40;0,00;12.848,40;10.080,99;1.294,21;3,00
555.902;16.05.2022;11:36:00;3.339;S;1;2;2,666;0;146,34;0,00;146,34;122,83;17,56;0,00
555.903;16.05.2022;11:39:20;2.017;S;1;2;1,004;0;25,90;0,00;25,90;10,07;1,81;0,00
555.904;16.05.2022;11:42:24;;S;1;0;0,000;0;0,00;0,00;0,00;0,00;0,00;0,00
555.906;16.05.2022;11:55:34;2.253;S;1;2;60,000;0;1.200,00;0,00;1.200,00;800,04;144,01;3,00
555.907;16.05.2022;12:06:35;1.332;S;1;2;2,008;14;70,44;0,00;70,44;70,44;8,45;0,00
555.908;16.05.2022;12:27:03;2.732;S;1;2;0,780;0;28,81;0,00;28,81;22,75;2,86;3,00
555.909;16.05.2022;12:27:21;2.648;S;1;2;0,000;0;7,00;0,00;7,00;7,00;0,00;0,00
555.910;16.05.2022;12:39:07;2.507;S;1;2;0,420;0;12,99;0,00;12,99;12,99;0,86;0,00
555.911;16.05.2022;12:57:23;1.085;S;1;2;7,728;7;139,68;0,00;139,68;112,18;12,26;0,00
555.912;16.05.2022;13:24:28;1.995;S;1;2;6,000;14;194,03;0,00;194,03;151,48;23,28;0,00
555.913;16.05.2022;13:23:30;1.005;S;1;2;33,000;14;501,12;0,00;501,12;334,10;60,14;3,00
555.914;16.05.2022;13:38:28;2.330;S;1;2;2,178;28;23,96;0,00;23,96;15,97;2,88;0,00
555.915;16.05.2022;13:51:23;3.352;S;1;3;56,280;14;823,28;0,00;823,28;802,22;36,76;0,00
555.916;16.05.2022;13:53:15;2.354;S;1;2;8,520;14;892,08;0,00;892,08;594,75;107,06;0,00
555.917;16.05.2022;13:54:59;2.667;S;1;2;64,539;14;2.535,88;0,00;2.535,88;2.296,62;256,53;0,00
555.918;16.05.2022;13:56:50;1.762;S;1;2;17,396;14;1.011,27;0,00;1.011,27;674,21;121,36;3,00
555.919;16.05.2022;13:58:26;1.898;S;1;2;18,600;14;319,03;0,00;319,03;256,79;43,26;0,00
555.920;16.05.2022;13:59:44;1.285;S;1;2;10,590;14;372,10;0,00;372,10;372,10;65,89;0,00
555.921;16.05.2022;14:00:45;3.289;S;1;3;36,850;7;1.275,78;0,00;1.275,78;1.257,92;153,09;0,00
555.922;16.05.2022;14:01:50;1.215;S;1;3;45,500;7;1.238,65;0,00;1.238,65;1.212,79;115,81;3,00
555.923;16.05.2022;14:03:44;1.125;S;1;3;45,710;7;1.244,33;0,00;1.244,33;1.218,47;116,23;3,00
555.924;16.05.2022;14:05:05;2.152;S;1;3;41,555;14;1.011,55;0,00;1.011,55;859,04;108,58;3,00
555.925;16.05.2022;14:09:59;2.270;S;1;2;60,970;14;2.156,68;0,00;2.156,68;2.027,14;258,80;0,00
555.926;16.05.2022;14:11:42;1.108;S;1;2;73,402;14;945,06;0,00;945,06;904,89;110,29;0,00
555.927;16.05.2022;14:15:07;1.479;S;1;2;90,470;14;1.868,58;0,00;1.868,58;1.439,05;151,27;0,00
555.928;16.05.2022;14:59:51;1.763;S;1;2;10,000;21;236,55;0,00;236,55;236,55;0,00;3,00
555.929;16.05.2022;14:21:43;2.330;S;1;2;32,678;28;1.022,24;0,00;1.022,24;1.014,25;123,27;0,00
555.930;16.05.2022;14:26:04;1.347;S;1;2;19,460;14;296,07;0,00;296,07;216,78;31,40;3,00
555.931;16.05.2022;14:27:22;1.347;S;1;2;19,460;14;296,07;0,00;296,07;216,78;31,40;3,00
555.932;16.05.2022;14:28:20;;S;1;0;0,000;0;0,00;0,00;0,00;0,00;0,00;0,00
555.933;16.05.2022;14:31:28;1.042;S;1;2;35,920;14;573,18;0,00;573,18;369,64;47,25;0,00
555.934;16.05.2022;14:33:36;2.368;S;1;2;15,800;14;287,73;0,00;287,73;272,26;5,57;0,00
555.935;16.05.2022;14:35:24;2.034;S;1;2;4,400;14;42,48;0,00;42,48;28,32;5,10;0,00
555.936;16.05.2022;14:36:19;1.237;S;1;2;19,672;28;282,55;0,00;282,55;264,61;33,91;0,00
555.937;16.05.2022;14:40:15;2.309;S;1;2;8,584;14;277,36;0,00;277,36;238,76;23,63;0,00
555.938;16.05.2022;14:37:48;2.671;S;1;3;23,200;7;794,06;0,00;794,06;787,68;95,29;0,00
555.939;16.05.2022;14:39:23;1.582;S;1;3;152,474;21;3.815,55;0,00;3.815,55;3.725,70;445,94;0,00
555.940;16.05.2022;14:52:09;3.416;S;1;2;74,890;28;2.088,96;0,00;2.088,96;1.864,38;215,00;0,00
555.941;16.05.2022;15:15:12;2.330;S;1;2;6,716;28;238,58;0,00;238,58;220,93;24,71;0,00
555.942;16.05.2022;14:53:54;2.309;S;1;2;9,134;14;284,36;0,00;284,36;245,76;23,63;0,00
555.943;16.05.2022;14:54:43;1.203;S;1;2;50,800;14;770,14;0,00;770,14;502,00;90,36;0,00
555.944;16.05.2022;14:56:24;3.235;S;1;2;35,000;14;744,80;0,00;744,80;289,65;52,14;3,00
555.945;16.05.2022;15:03:40;2.271;S;1;2;89,078;14;1.468,51;0,00;1.468,51;1.263,96;131,98;3,00
555.947;16.05.2022;15:33:42;1.304;S;1;2;14,200;14;382,05;0,00;382,05;239,85;34,21;0,00
555.948;16.05.2022;15:30:42;1.673;S;1;2;18,000;7;174,93;0,00;174,93;68,03;12,25;0,00
555.949;16.05.2022;15:32:05;1.310;S;1;2;18,600;7;246,42;0,00;246,42;164,29;29,57;3,00
555.950;16.05.2022;15:34:26;1.308;S;1;2;57,310;14;1.199,25;0,00;1.199,25;1.022,60;127,46;0,00
555.951;16.05.2022;15:35:57;2.424;S;1;3;45,730;14;1.546,23;0,00;1.546,23;1.080,48;119,51;0,00
555.952;16.05.2022;15:39:32;2.142;S;1;2;39,790;14;797,82;0,00;797,82;730,56;85,09;1,50
555.953;16.05.2022;16:07:00;1.150;S;1;2;21,630;14;531,80;0,00;531,80;525,57;55,49;3,00
555.954;16.05.2022;16:11:44;2.434;S;1;2;80,230;14;1.381,16;0,00;1.381,16;1.055,21;112,27;0,00
555.955;16.05.2022;16:10:32;2.434;S;1;2;6,270;14;54,76;0,00;54,76;43,03;1,34;0,00
555.956;16.05.2022;16:36:48;2.026;S;1;2;5,430;28;97,26;0,00;97,26;83,10;11,67;0,00
555.957;16.05.2022;16:38:43;1.339;S;1;2;20,000;7;736,00;0,00;736,00;286,23;51,52;3,00
555.958;16.05.2022;16:41:12;3.189;S;1;2;66,100;14;1.060,36;0,00;1.060,36;607,87;94,72;3,00
555.959;16.05.2022;16:47:54;1.808;S;1;3;167,450;14;2.434,99;0,00;2.434,99;1.750,74;268,69;3,00
555.960;16.05.2022;16:47:35;1.321;S;1;2;18,320;14;567,85;0,00;567,85;517,95;73,47;0,00
555.961;16.05.2022;16:54:53;1.559;S;1;2;6,100;0;241,27;0,00;241,27;93,83;16,89;0,00
555.962;16.05.2022;16:56:06;1.516;S;1;3;76,800;7;1.106,83;0,00;1.106,83;430,45;77,48;3,00
555.963;16.05.2022;18:00:30;1.063;S;1;2;0,602;7;43,95;0,00;43,95;39,01;1,78;0,00
555.964;16.05.2022;18:05:23;1.063;S;1;2;2,000;7;66,36;0,00;66,36;66,36;0,00;0,00
555.965;17.05.2022;08:14:27;2.358;S;1;2;1,068;14;34,39;0,00;34,39;22,93;4,13;0,00
555.966;17.05.2022;08:25:58;3.230;S;1;2;5,528;0;89,25;0,00;89,25;34,71;6,25;0,00
555.967;17.05.2022;08:54:21;2.020;S;1;2;48,769;20;940,89;0,00;940,89;641,72;100,54;0,00
555.968;17.05.2022;08:41:48;1.041;S;1;2;22,282;14;342,14;0,00;342,14;316,99;24,38;0,00
555.969;17.05.2022;08:49:09;2.412;S;1;2;6,300;14;110,35;0,00;110,35;42,92;7,72;3,00
555.970;17.05.2022;08:57:34;2.020;S;1;2;1,800;20;25,32;0,00;25,32;25,32;0,00;0,00
555.972;17.05.2022;09:23:39;2.253;S;1;2;124,000;0;1.508,56;0,00;1.508,56;586,68;105,60;3,00
555.973;17.05.2022;09:31:24;1.041;S;1;2;2,950;14;40,55;0,00;40,55;40,55;0,00;0,00
555.974;17.05.2022;10:16:26;1.673;S;1;2;6,000;7;42,42;0,00;42,42;37,59;1,74;0,00
555.975;17.05.2022;10:31:05;2.623;S;1;2;9,300;10;78,62;0,00;78,62;44,83;8,07;0,00
555.976;17.05.2022;10:31:23;1.897;S;1;2;6,525;14;232,62;0,00;232,62;232,62;27,91;0,00
555.977;17.05.2022;10:42:24;1.041;S;1;2;1,600;14;32,18;0,00;32,18;32,18;0,00;0,00
